default,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
1,0,1.867784437,0.066157442,1.666478059,-0.096194976,0.230768773,0,1,10,0.952241278,Y,High,31-Jan-18
1,2,1.867784437,-0.290540296,-0.227743901,-0.096194976,0.230768773,0,1,10,0.586769755,Y,,29-Feb-20
0,0,1.867784437,0.066157442,-0.227743901,-0.096194976,-0.900150976,0,1,10,0.951986306,Y,Low,29-Feb-20
0,5,1.867784437,-0.290540296,-0.227743901,-0.096194976,0.259899026,0,1,10,,N,,29-Feb-20
0,0,1.867784437,0.066157442,-0.227743901,-0.096194976,-0.391684899,0,1,10,,N,,29-Feb-20
0,1,1.867784437,-0.290540296,1.666478059,-0.477077425,0.230768773,1,1,10,,N,,31-Jan-18
0,3,1.867784437,-0.290540296,-0.227743901,-0.096194976,0.230768773,0,1,10,0.373611569,N,Low,5-Mar-19
0,0,1.867784437,-0.290540296,-0.227743901,-0.096194976,0.230768773,0,1,10,0.982929478,N,Low,5-Mar-19
0,1,1.867784437,-0.290540296,-0.227743901,1.915782436,-0.391684899,0,1,10,0.586212913,N,Low,29-Feb-20
0,4,1.867784437,-0.290540296,-0.227743901,-0.477077425,-0.391684899,1,1,10,,N,Low,29-Feb-20
0,1,1.867784437,0.066157442,-0.227743901,-0.096194976,-0.900150976,0,1,10,,Y,Low,29-Feb-20
0,1,1.867784437,-0.290540296,-0.227743901,-0.096194976,0.230768773,1,1,10,,N,Low,29-Feb-20
0,2,1.867784437,-0.290540296,-0.227743901,-0.096194976,0.647261887,0,1,10,0.353415503,N,Low,5-Mar-19
0,0,1.867784437,0.066157442,-0.227743901,-0.096194976,-0.391684899,1,1,10,0.826277114,N,,5-Mar-19
0,4,1.867784437,0.066157442,-0.227743901,-0.096194976,0.259899026,0,1,10,,Y,High,29-Feb-20
0,0,1.867784437,-0.290540296,1.666478059,-0.096194976,0.230768773,1,1,10,,N,Low,5-Mar-19
0,2,1.867784437,-0.290540296,-0.227743901,-0.096194976,-0.391684899,1,1,10,0.469144404,N,,31-Jan-18
0,2,1.867784437,0.066157442,-0.227743901,-0.096194976,0.259899026,0,1,10,0.851161695,N,Low,31-Jan-18
0,4,1.867784437,-0.290540296,-0.227743901,-0.096194976,0.230768773,0,1,10,0.184566767,Y,Low,29-Feb-20
1,1,1.867784437,0.066157442,-0.490906623,-0.477077425,0.406273195,1,1,10,0.067574173,N,High,29-Feb-20
0,1,1.867784437,-0.290540296,1.666478059,-0.096194976,0.230768773,0,1,10,0.706350219,Y,Low,5-Mar-19
0,0,1.867784437,-0.290540296,-0.227743901,-0.096194976,-0.504304906,1,1,10,0.165950988,Y,High,29-Feb-20
1,0,1.867784437,-0.290540296,-0.227743901,1.915782436,0.259899026,0,1,10,0.963231579,N,High,31-Jan-18
1,0,1.867784437,-0.290540296,-0.227743901,-0.096194976,0.647261887,0,1,10,0.69224385,Y,Low,29-Feb-20
1,2,1.867784437,0.066157442,-0.490906623,-0.477077425,0.259899026,1,1,10,0.631461159,N,Low,5-Mar-19
1,2,1.867784437,-0.290540296,-0.227743901,-0.096194976,0.230768773,0,1,10,0.218902968,Y,Low,29-Feb-20
1,0,1.867784437,4.313933758,-0.227743901,-0.096194976,0.647261887,0,1,10,0.894492528,N,Low,31-Jan-18
1,3,1.867784437,0.066157442,1.666478059,-0.477077425,0.259899026,0,1,10,,N,High,29-Feb-20
1,2,1.867784437,0.066157442,-0.227743901,-0.096194976,0.647261887,0,1,10,0.139766037,Y,,5-Mar-19
1,1,1.867784437,-0.290540296,1.666478059,-0.096194976,-0.504304906,0,1,10,0.096870872,N,Low,29-Feb-20
1,0,1.867784437,-0.290540296,-0.227743901,-0.096194976,0.230768773,0,2,10,0.083912882,Y,,31-Jan-18
0,2,-0.351837351,-0.290540296,-0.227743901,-0.096194976,0.230768773,0,2,10,0.382971219,N,Low,31-Jan-18
0,0,-1.379541231,0.066157442,-0.227743901,-0.096194976,-0.900150976,0,1,10,0.730305951,Y,Low,5-Mar-19
0,1,-1.360383125,-0.290540296,-0.227743901,-0.096194976,-0.391684899,0,1,10,0.512931525,N,Low,31-Jan-18
0,0,-1.16726471,0.066157442,-0.227743901,-0.096194976,-0.900150976,0,2,10,,N,,31-Jan-18
0,1,-0.351837351,-0.290540296,-0.227743901,-0.096194976,-0.391684899,0,1,10,0.527020171,N,Low,29-Feb-20
0,1,-1.360383125,-0.290540296,-0.227743901,-0.096194976,0.647261887,0,1,10,0.216537979,Y,Low,31-Jan-18
0,1,-0.351837351,0.066157442,-0.227743901,-0.096194976,-0.504304906,0,3,10,0.928501945,N,,29-Feb-20
1,0,-0.351837351,0.066157442,-0.227743901,-0.096194976,0.259899026,0,1,10,0.204522776,Y,High,29-Feb-20
1,0,-0.351837351,0.066157442,-0.227743901,-0.096194976,-0.900150976,0,1,10,0.086611996,N,Low,29-Feb-20
0,2,-1.16726471,-0.290540296,-0.227743901,-0.096194976,-0.391684899,1,1,10,0.004866408,N,Low,29-Feb-20
0,0,-1.16726471,0.066157442,-0.227743901,-0.096194976,-0.391684899,0,1,10,,N,Low,31-Jan-18
0,0,-1.379541231,0.066157442,1.666478059,-0.096194976,-0.391684899,0,1,10,0.827332286,N,Low,29-Feb-20
0,1,-1.16726471,0.066157442,-0.227743901,-0.096194976,-0.504304906,0,1,10,0.692570031,N,Low,31-Jan-18
1,1,-1.379541231,-0.290540296,-0.227743901,-0.096194976,0.647261887,0,1,10,,Y,Low,29-Feb-20
0,0,-1.379541231,0.066157442,-0.227743901,-0.096194976,-0.900150976,0,2,10,0.810612285,Y,,29-Feb-20
0,0,-1.379541231,0.066157442,-0.227743901,-0.096194976,-0.900150976,0,1,10,,Y,High,5-Mar-19
1,1,-0.351837351,0.066157442,-0.490906623,-0.477077425,0.259899026,0,1,10,0.328483985,N,Low,31-Jan-18
0,0,-1.360383125,-0.290540296,1.666478059,-0.477077425,0.230768773,0,1,10,,N,Low,31-Jan-18
0,0,-1.379541231,0.066157442,-0.227743901,-0.096194976,-0.391684899,0,1,10,,N,High,29-Feb-20
0,1,-0.351837351,0.066157442,-0.490906623,-0.477077425,0.259899026,0,1,10,,Y,High,5-Mar-19
1,1,1.867784437,0.066157442,-0.227743901,-0.096194976,0.230768773,1,1,10,0.275687837,Y,Low,5-Mar-19
0,0,1.867784437,0.066157442,-0.227743901,-0.096194976,0.259899026,0,1,10,0.820386115,N,,29-Feb-20
0,2,1.867784437,0.066157442,-0.227743901,-0.096194976,0.259899026,0,2,10,0.683801206,Y,Low,29-Feb-20
1,1,1.867784437,0.066157442,-0.227743901,-0.096194976,0.230768773,0,1,10,,N,Low,31-Jan-18
0,2,-1.16726471,-0.290540296,-0.227743901,-0.096194976,0.647261887,0,1,10,,Y,Low,31-Jan-18
0,0,-1.379541231,0.066157442,-0.227743901,-0.096194976,0.406273195,0,1,10,0.047712616,Y,High,5-Mar-19
0,2,-0.351837351,-0.290540296,-0.227743901,-0.096194976,0.259899026,0,1,10,,Y,High,5-Mar-19
0,1,-1.379541231,-0.290540296,-0.227743901,-0.096194976,0.259899026,0,1,10,0.330823882,N,Low,5-Mar-19
0,0,-1.16726471,0.066157442,1.666478059,-0.096194976,0.230768773,0,1,10,0.956691575,Y,Low,29-Feb-20
0,0,-1.360383125,0.066157442,-0.227743901,-0.096194976,-0.900150976,0,1,10,0.963656081,N,Low,5-Mar-19
0,1,-1.360383125,0.066157442,-0.490906623,-0.477077425,-0.391684899,1,1,10,0.170288542,N,Low,5-Mar-19
0,0,-1.360383125,-0.290540296,1.666478059,-0.096194976,0.230768773,0,1,10,,Y,Low,5-Mar-19
0,1,-1.16726471,0.066157442,-0.490906623,-0.477077425,0.406273195,0,2,10,,N,Low,31-Jan-18
0,0,-1.16726471,0.066157442,-0.227743901,-0.096194976,-0.504304906,0,1,10,0.142286949,N,High,31-Jan-18
0,1,-1.360383125,-0.290540296,-0.227743901,-0.096194976,-0.504304906,1,1,10,0.419502509,N,Low,29-Feb-20
0,1,-1.360383125,0.066157442,-0.227743901,-0.096194976,0.230768773,0,1,10,,N,High,5-Mar-19
0,3,-1.379541231,0.066157442,-0.227743901,-0.096194976,-0.504304906,1,1,10,,Y,,29-Feb-20
0,0,-1.360383125,-0.290540296,-0.227743901,-0.096194976,-0.900150976,0,1,10,0.943108659,N,Low,5-Mar-19
0,2,-1.360383125,-0.290540296,-0.227743901,-0.096194976,0.647261887,0,1,10,0.988061683,N,Low,29-Feb-20
1,3,1.867784437,-0.290540296,-0.227743901,-0.096194976,0.230768773,0,1,10,,Y,High,5-Mar-19
0,0,-1.360383125,-0.290540296,-0.227743901,-0.096194976,-0.504304906,0,1,10,0.485032168,N,,29-Feb-20
0,3,-1.360383125,0.066157442,-0.227743901,-0.096194976,-0.504304906,0,1,10,0.681798138,N,Low,31-Jan-18
0,0,-1.360383125,-0.290540296,-0.227743901,-0.096194976,-0.504304906,0,1,10,,Y,Low,5-Mar-19
0,1,-1.16726471,-0.290540296,-0.227743901,-0.096194976,0.230768773,1,1,10,0.901075904,Y,Low,29-Feb-20
0,1,-0.351837351,-0.290540296,-0.227743901,-0.096194976,0.647261887,0,1,10,0.971335857,N,Low,29-Feb-20
0,0,-1.379541231,0.066157442,-0.227743901,-0.096194976,-0.504304906,0,1,10,0.135417853,N,Low,31-Jan-18
1,0,-1.360383125,0.066157442,-0.227743901,-0.096194976,0.230768773,1,1,10,,Y,,5-Mar-19
0,2,-0.351837351,-0.290540296,-0.227743901,-0.096194976,-0.391684899,0,1,10,0.507832943,N,Low,31-Jan-18
0,1,-1.360383125,-0.290540296,-0.227743901,-0.096194976,0.230768773,0,1,10,0.000755731,Y,Low,31-Jan-18
0,0,-1.16726471,0.066157442,-0.227743901,-0.096194976,-0.391684899,0,2,10,0.571000738,N,Low,31-Jan-18
0,0,-1.360383125,-0.290540296,-0.227743901,-0.477077425,-0.391684899,0,1,10,,N,Low,5-Mar-19
0,3,-1.379541231,-0.290540296,-0.227743901,-0.096194976,0.259899026,0,1,10,0.159555033,Y,High,29-Feb-20
1,0,-1.360383125,0.066157442,-0.227743901,-0.096194976,0.230768773,1,1,10,0.790196678,Y,,31-Jan-18
0,0,-1.379541231,0.066157442,-0.227743901,-0.096194976,0.230768773,1,1,10,0.5274995,N,Low,31-Jan-18
0,1,-1.360383125,0.066157442,-0.227743901,1.915782436,-0.504304906,1,1,10,0.16814473,Y,High,31-Jan-18
1,1,-0.351837351,0.066157442,-0.227743901,-0.096194976,0.647261887,0,1,10,0.535556851,N,Low,29-Feb-20
0,0,-1.360383125,-0.290540296,-0.227743901,-0.477077425,-0.391684899,1,1,10,0.061128065,N,Low,29-Feb-20
0,0,-1.379541231,-0.290540296,-0.227743901,-0.096194976,-0.504304906,1,1,10,,N,,31-Jan-18
0,1,-0.351837351,0.066157442,-0.227743901,-0.096194976,-0.504304906,0,2,10,,N,Low,31-Jan-18
0,1,-1.379541231,0.066157442,-0.490906623,-0.477077425,0.230768773,1,1,10,0.637251263,Y,High,5-Mar-19
1,1,1.867784437,-0.290540296,-0.227743901,-0.096194976,0.230768773,0,1,10,0.034892419,N,Low,5-Mar-19
1,2,1.867784437,0.066157442,-0.490906623,-0.096194976,-0.391684899,0,1,10,0.493273579,Y,High,5-Mar-19
1,3,1.867784437,0.066157442,1.666478059,-0.096194976,-0.504304906,0,1,10,0.276233025,N,Low,5-Mar-19
1,4,1.867784437,-0.290540296,1.666478059,-0.477077425,-0.504304906,1,1,10,0.087860896,N,,31-Jan-18
0,1,-1.379541231,0.066157442,-0.227743901,-0.096194976,-0.391684899,0,1,10,0.283000567,N,Low,5-Mar-19
0,0,-1.360383125,-0.290540296,-0.227743901,-0.096194976,-0.391684899,0,1,10,,N,Low,5-Mar-19
0,0,-1.360383125,0.066157442,-0.227743901,-0.096194976,0.647261887,1,1,10,0.882048239,N,Low,31-Jan-18
0,1,-1.16726471,-0.290540296,-0.227743901,-0.096194976,0.230768773,0,1,10,0.974483537,Y,,29-Feb-20
0,4,-0.351837351,-0.290540296,-0.227743901,-0.477077425,-0.391684899,0,1,10,0.64914172,N,High,31-Jan-18
0,1,-0.351837351,-0.290540296,-0.227743901,-0.096194976,0.230768773,0,2,10,,Y,High,31-Jan-18
0,0,-0.351837351,0.066157442,-0.227743901,-0.096194976,0.259899026,1,1,10,,N,Low,29-Feb-20
0,0,-1.16726471,0.066157442,-0.227743901,-0.096194976,-0.391684899,0,2,10,0.369406689,N,,31-Jan-18
0,7,-0.351837351,0.066157442,-0.227743901,-0.477077425,0.230768773,1,1,10,0.637590985,N,Low,5-Mar-19
0,2,-1.379541231,-0.290540296,-0.227743901,-0.096194976,0.230768773,0,2,10,0.998186491,N,Low,5-Mar-19
0,0,-1.360383125,-0.290540296,-0.227743901,-0.096194976,-0.900150976,0,1,10,,N,Low,5-Mar-19
0,0,-1.360383125,-0.290540296,1.666478059,-0.096194976,0.230768773,1,1,10,0.130630497,Y,Low,29-Feb-20
1,1,-0.351837351,0.066157442,-0.490906623,-0.477077425,0.406273195,0,1,10,,Y,Low,29-Feb-20
0,0,-1.360383125,0.066157442,-0.227743901,-0.096194976,0.259899026,0,1,10,0.898977315,N,High,29-Feb-20
0,1,-1.16726471,-0.290540296,-0.227743901,-0.096194976,0.647261887,0,1,10,,Y,Low,5-Mar-19
0,0,-1.360383125,-0.290540296,-0.227743901,-0.096194976,-0.900150976,0,3,10,0.875976792,Y,Low,29-Feb-20
0,0,-1.16726471,0.066157442,-0.227743901,-0.096194976,-0.504304906,1,1,10,0.971475601,Y,Low,31-Jan-18
0,0,-1.360383125,-0.290540296,-0.227743901,-0.096194976,-0.504304906,0,1,10,,Y,Low,31-Jan-18
0,0,-1.379541231,0.066157442,-0.227743901,-0.096194976,0.259899026,0,1,10,0.045458053,Y,High,5-Mar-19
0,2,-1.379541231,0.066157442,-0.227743901,-0.096194976,-0.391684899,0,1,10,0.836842096,Y,Low,31-Jan-18
0,0,-1.379541231,0.066157442,-0.227743901,-0.096194976,0.406273195,0,1,10,,Y,High,29-Feb-20
1,0,1.867784437,-0.290540296,-0.227743901,-0.096194976,0.406273195,1,1,10,0.60725871,N,High,5-Mar-19
0,1,-1.16726471,-0.290540296,-0.227743901,-0.096194976,-0.900150976,0,1,10,,N,,5-Mar-19
1,0,-0.351837351,0.066157442,-0.227743901,-0.096194976,0.647261887,0,1,10,,N,Low,29-Feb-20
0,0,-1.16726471,0.066157442,-0.227743901,-0.096194976,-0.900150976,0,1,10,0.401439023,N,High,29-Feb-20
0,1,-1.16726471,0.066157442,-0.490906623,-0.477077425,0.406273195,1,1,10,0.343562133,N,Low,5-Mar-19
0,2,-0.351837351,-0.290540296,-0.227743901,-0.096194976,0.647261887,0,1,10,0.437801975,N,Low,29-Feb-20
0,0,-1.360383125,-0.290540296,-0.227743901,-0.096194976,0.230768773,0,1,10,0.610297247,Y,High,5-Mar-19
0,0,-0.351837351,0.066157442,-0.227743901,-0.096194976,0.230768773,0,1,10,0.093473221,Y,,31-Jan-18
1,0,-1.16726471,-0.290540296,1.666478059,-0.096194976,0.230768773,0,1,10,0.105307709,Y,,31-Jan-18
0,4,-0.351837351,-0.290540296,-0.227743901,-0.477077425,-0.504304906,1,1,10,0.143405696,N,,29-Feb-20
0,0,-1.379541231,0.066157442,-0.227743901,-0.096194976,-0.900150976,1,1,10,0.020372368,N,Low,29-Feb-20
0,0,-1.360383125,0.066157442,-0.227743901,-0.096194976,-0.900150976,0,1,10,0.120629095,Y,Low,31-Jan-18
0,1,-1.16726471,-0.290540296,-0.227743901,-0.096194976,0.230768773,0,2,10,0.454338121,Y,Low,31-Jan-18
0,1,-1.360383125,-0.290540296,-0.227743901,-0.096194976,0.647261887,0,1,10,0.993549603,N,Low,31-Jan-18
0,10,-1.16726471,-0.290540296,-0.227743901,-0.096194976,-0.504304906,0,2,10,,Y,High,5-Mar-19
0,1,-1.379541231,0.066157442,-0.490906623,-0.477077425,-0.391684899,0,1,10,,N,,5-Mar-19
1,3,1.867784437,0.066157442,-0.227743901,-0.096194976,0.647261887,1,1,10,0.071349175,Y,High,31-Jan-18
1,0,1.867784437,0.066157442,-0.227743901,-0.096194976,0.647261887,0,1,10,,N,,5-Mar-19
1,1,1.867784437,0.066157442,-0.227743901,-0.096194976,0.259899026,0,1,10,0.641898886,N,High,5-Mar-19
0,1,1.867784437,-0.290540296,-0.227743901,-0.096194976,-0.391684899,0,1,10,0.564986469,Y,,29-Feb-20
0,1,1.867784437,-0.290540296,-0.227743901,1.915782436,0.647261887,0,1,10,0.52635542,Y,Low,29-Feb-20
1,0,1.867784437,0.066157442,1.666478059,-0.096194976,-0.391684899,1,1,10,0.180387378,N,High,31-Jan-18
1,1,1.867784437,-0.290540296,-0.227743901,-0.096194976,-0.900150976,1,2,10,0.973871991,N,High,5-Mar-19
1,4,1.867784437,-0.290540296,1.666478059,1.915782436,-0.504304906,0,1,10,,N,Low,29-Feb-20
0,0,-1.379541231,0.066157442,-0.227743901,-0.096194976,-0.900150976,0,1,10,,N,Low,5-Mar-19
0,1,-1.16726471,0.066157442,-0.227743901,1.915782436,-0.504304906,0,1,10,,Y,,31-Jan-18
0,3,-1.16726471,0.066157442,1.666478059,-0.096194976,-0.391684899,0,1,10,,Y,High,5-Mar-19
0,0,-1.16726471,-0.290540296,-0.227743901,-0.096194976,0.230768773,0,1,10,0.12793654,N,Low,29-Feb-20
0,0,-1.379541231,0.066157442,-0.227743901,-0.096194976,0.259899026,1,1,10,,N,,5-Mar-19
0,1,-1.379541231,0.066157442,-0.227743901,-0.096194976,-0.391684899,1,1,10,,N,Low,31-Jan-18
0,10,-1.16726471,-0.290540296,-0.227743901,-0.096194976,-0.504304906,0,1,10,0.697512193,Y,Low,31-Jan-18
0,1,-1.16726471,0.066157442,-0.490906623,-0.477077425,0.406273195,0,1,10,0.839172048,Y,High,29-Feb-20
0,1,1.867784437,0.066157442,-0.227743901,-0.096194976,-0.900150976,0,1,10,0.439892444,N,High,31-Jan-18
0,0,-1.16726471,0.066157442,1.666478059,-0.096194976,-0.391684899,1,1,10,0.521863627,N,Low,5-Mar-19
0,2,-0.351837351,-0.290540296,-0.227743901,-0.096194976,0.230768773,0,1,10,0.943870283,N,Low,5-Mar-19
0,1,-0.351837351,-0.290540296,-0.227743901,-0.096194976,-0.391684899,0,1,10,,Y,Low,29-Feb-20
0,2,-0.351837351,-0.290540296,-0.227743901,-0.096194976,0.230768773,1,1,10,0.19227329,N,Low,5-Mar-19
1,8,1.867784437,0.066157442,-0.227743901,1.915782436,-0.391684899,0,1,10,0.125171617,N,Low,29-Feb-20
1,10,1.867784437,0.066157442,-0.227743901,-0.096194976,0.647261887,1,1,10,,N,Low,5-Mar-19
0,0,-1.379541231,0.066157442,-0.227743901,-0.096194976,-0.504304906,0,2,10,,Y,,31-Jan-18
0,1,-1.16726471,-0.290540296,1.666478059,-0.096194976,-0.391684899,0,2,10,0.64981779,Y,,29-Feb-20
0,0,-0.351837351,-0.290540296,-0.227743901,-0.096194976,-0.900150976,1,1,10,,Y,Low,5-Mar-19
1,2,1.867784437,-0.290540296,-0.490906623,-0.096194976,0.647261887,0,2,10,0.212420692,N,High,5-Mar-19
1,0,-1.16726471,0.066157442,-0.227743901,-0.096194976,0.259899026,0,1,10,,N,Low,5-Mar-19
0,0,-1.379541231,-0.290540296,-0.227743901,-0.096194976,-0.391684899,0,1,10,0.663569886,N,Low,29-Feb-20
0,0,-1.360383125,-0.290540296,-0.227743901,-0.096194976,0.230768773,0,1,10,0.784197864,N,Low,5-Mar-19
0,7,-1.16726471,0.066157442,-0.227743901,-0.477077425,0.230768773,0,1,10,0.40933845,Y,,5-Mar-19
0,2,1.867784437,0.066157442,-0.227743901,-0.096194976,0.647261887,0,1,10,0.186450272,N,High,29-Feb-20
1,7,1.867784437,0.066157442,-0.227743901,-0.096194976,0.647261887,0,1,10,0.364907265,N,High,29-Feb-20
0,0,-1.379541231,0.066157442,-0.227743901,-0.096194976,-0.900150976,1,1,10,0.784302496,N,Low,29-Feb-20
0,0,-1.16726471,0.066157442,1.666478059,-0.096194976,-0.391684899,0,1,10,0.433423802,Y,,29-Feb-20
0,0,-1.16726471,0.066157442,1.666478059,-0.096194976,-0.391684899,0,1,10,,Y,Low,31-Jan-18
0,4,-1.360383125,-0.290540296,-0.227743901,-0.096194976,0.230768773,0,1,10,0.925780151,Y,Low,31-Jan-18
0,1,-0.351837351,-0.290540296,-0.227743901,-0.096194976,0.259899026,0,1,10,0.157799087,N,Low,5-Mar-19
0,4,-1.379541231,-0.290540296,-0.227743901,-0.096194976,0.259899026,1,1,10,,N,Low,5-Mar-19
0,0,-1.16726471,0.066157442,-0.227743901,-0.096194976,0.259899026,0,1,10,,N,Low,31-Jan-18
0,5,-0.351837351,-0.290540296,-0.227743901,-0.096194976,0.230768773,0,1,10,0.907966175,N,Low,29-Feb-20
0,1,-1.360383125,0.066157442,-0.227743901,-0.096194976,-0.391684899,0,1,10,0.957039439,N,High,5-Mar-19
0,0,-1.360383125,-0.290540296,-0.227743901,-0.096194976,-0.504304906,0,2,10,,N,,31-Jan-18
0,10,-1.360383125,-0.290540296,-0.227743901,-0.096194976,-0.504304906,0,1,10,0.042126984,Y,Low,29-Feb-20
0,1,-1.360383125,-0.290540296,-0.227743901,-0.096194976,-0.391684899,1,1,10,0.743147165,Y,Low,29-Feb-20
0,0,-1.16726471,0.066157442,-0.227743901,-0.096194976,0.647261887,0,1,10,0.838272725,N,,31-Jan-18
0,3,-1.16726471,0.066157442,1.666478059,1.915782436,-0.391684899,0,1,10,0.050412751,N,Low,29-Feb-20
0,1,-1.379541231,0.066157442,-0.227743901,-0.096194976,-0.900150976,0,1,10,0.891622637,N,Low,31-Jan-18
0,2,-1.360383125,-0.290540296,-0.227743901,-0.096194976,0.647261887,0,1,10,,Y,Low,5-Mar-19
1,0,-1.16726471,0.066157442,-0.227743901,-0.096194976,0.230768773,0,1,10,,Y,High,31-Jan-18
0,0,-1.360383125,-0.290540296,-0.227743901,-0.096194976,0.230768773,0,1,10,,Y,Low,5-Mar-19
0,0,-1.16726471,0.066157442,-0.227743901,-0.096194976,0.259899026,1,1,10,,Y,High,29-Feb-20
0,0,-1.379541231,0.066157442,-0.227743901,-0.096194976,-0.504304906,0,1,10,,Y,Low,31-Jan-18
0,0,-1.360383125,0.066157442,-0.227743901,-0.096194976,0.647261887,0,1,10,0.614101911,Y,High,29-Feb-20
0,0,-1.360383125,-0.290540296,-0.227743901,-0.096194976,0.230768773,0,1,10,,Y,Low,5-Mar-19
0,0,-0.351837351,-0.290540296,-0.227743901,-0.096194976,-0.900150976,0,1,10,0.026352729,N,Low,31-Jan-18
0,1,-1.360383125,-0.290540296,-0.227743901,1.915782436,-0.504304906,0,1,10,0.196102096,Y,Low,31-Jan-18
0,1,-0.351837351,-0.290540296,-0.227743901,-0.096194976,0.647261887,0,2,10,0.252070102,N,High,29-Feb-20
0,0,-1.16726471,-0.290540296,-0.227743901,-0.096194976,0.230768773,0,1,10,0.463532944,N,Low,31-Jan-18
0,2,-1.379541231,0.066157442,-0.227743901,-0.096194976,-0.391684899,0,1,10,0.866594314,N,Low,31-Jan-18
0,0,-1.379541231,0.066157442,-0.227743901,-0.096194976,-0.900150976,0,1,10,0.655923765,Y,Low,29-Feb-20
0,3,-1.16726471,0.066157442,-0.227743901,-0.096194976,0.230768773,0,1,10,0.146834897,N,Low,29-Feb-20
0,0,-1.379541231,0.066157442,-0.227743901,-0.096194976,-0.391684899,1,1,10,0.01082381,N,,31-Jan-18
0,3,-1.16726471,0.066157442,-0.227743901,-0.096194976,0.259899026,0,1,10,0.718255042,Y,Low,5-Mar-19
0,4,-0.351837351,-0.290540296,-0.227743901,-0.477077425,-0.504304906,0,1,10,0.276865815,N,Low,5-Mar-19
0,2,-1.360383125,-0.290540296,-0.227743901,-0.096194976,-0.391684899,1,1,10,0.669200383,Y,Low,31-Jan-18
0,0,-1.16726471,-0.290540296,-0.227743901,-0.096194976,0.230768773,0,2,10,0.725571326,N,Low,31-Jan-18
0,1,-0.351837351,-0.290540296,-0.227743901,-0.096194976,0.230768773,1,1,10,0.690266146,Y,,31-Jan-18
0,1,-1.379541231,-0.290540296,-0.227743901,-0.096194976,0.230768773,0,1,10,0.727718248,N,High,29-Feb-20
1,0,-1.16726471,0.066157442,-0.227743901,-0.096194976,0.230768773,1,1,10,,N,Low,5-Mar-19
0,1,-0.351837351,-0.290540296,-0.227743901,-0.096194976,-0.391684899,0,1,10,0.580725032,N,Low,5-Mar-19
0,0,-1.379541231,-0.290540296,-0.227743901,-0.096194976,-0.391684899,0,1,10,,N,High,5-Mar-19
0,1,-1.379541231,4.313933758,-0.490906623,-0.477077425,0.406273195,0,1,10,0.465254812,Y,High,31-Jan-18
0,1,-1.379541231,4.313933758,-0.490906623,-0.477077425,0.406273195,1,1,10,0.006967151,N,Low,29-Feb-20
0,0,-1.360383125,-0.290540296,-0.227743901,-0.096194976,-0.504304906,0,1,10,0.93700563,N,Low,29-Feb-20
1,0,-1.379541231,0.066157442,-0.227743901,-0.096194976,0.230768773,0,1,10,0.666936829,Y,Low,5-Mar-19
1,1,1.867784437,0.066157442,-0.490906623,-0.477077425,0.406273195,0,1,10,0.570330773,N,Low,5-Mar-19
1,2,1.867784437,-0.290540296,-0.227743901,-0.096194976,-0.391684899,0,1,10,0.836178018,N,Low,31-Jan-18
0,2,-0.351837351,-0.290540296,-0.227743901,-0.096194976,0.230768773,1,1,10,,N,High,5-Mar-19
0,0,-1.16726471,0.066157442,-0.227743901,-0.096194976,0.230768773,0,1,10,,N,Low,5-Mar-19
0,0,-1.379541231,0.066157442,-0.227743901,-0.096194976,-0.391684899,0,1,10,,N,Low,29-Feb-20
0,0,-0.351837351,0.066157442,-0.227743901,-0.096194976,0.259899026,0,1,10,0.470608573,N,Low,5-Mar-19
1,2,-0.351837351,0.066157442,1.666478059,-0.477077425,0.259899026,1,2,10,0.712334588,Y,Low,29-Feb-20
0,1,-0.351837351,0.066157442,-0.227743901,-0.096194976,0.230768773,0,2,10,0.931011624,N,High,31-Jan-18
0,0,-1.360383125,-0.290540296,-0.227743901,-0.096194976,0.230768773,0,1,10,0.795254805,N,High,5-Mar-19
0,2,-0.351837351,-0.290540296,-0.227743901,-0.096194976,0.259899026,0,2,10,0.118829047,N,High,31-Jan-18
0,0,-1.360383125,-0.290540296,1.666478059,-0.096194976,0.230768773,1,1,10,0.319720368,N,High,31-Jan-18
0,2,-1.360383125,0.066157442,-0.227743901,-0.096194976,0.647261887,0,1,10,0.686835336,N,Low,5-Mar-19
0,1,-0.351837351,-0.290540296,-0.227743901,-0.096194976,0.230768773,0,1,10,,N,Low,29-Feb-20
0,1,-0.351837351,-0.290540296,-0.227743901,-0.096194976,0.230768773,1,1,10,,Y,Low,31-Jan-18
0,3,1.867784437,0.066157442,-0.227743901,-0.096194976,-0.391684899,0,1,10,,Y,High,29-Feb-20
1,0,1.867784437,4.313933758,-0.227743901,-0.096194976,-0.391684899,1,1,10,0.506003748,Y,High,29-Feb-20
0,0,-1.379541231,0.066157442,-0.227743901,-0.096194976,-0.504304906,0,2,10,0.719703737,N,,29-Feb-20
0,3,-0.351837351,0.066157442,-0.227743901,-0.096194976,-0.504304906,0,1,10,0.299331077,N,,31-Jan-18
0,0,-1.16726471,0.066157442,-0.227743901,-0.096194976,0.259899026,0,1,10,,N,Low,29-Feb-20
0,1,-0.351837351,0.066157442,-0.490906623,-0.477077425,0.259899026,0,1,10,,N,Low,29-Feb-20
0,1,-1.16726471,0.066157442,-0.227743901,-0.096194976,-0.391684899,0,1,10,,Y,,31-Jan-18
